Gene stable ID,Gene stable ID version,Chromosome/scaffold name,Gene type
ENSMUSG00000099379,ENSMUSG00000099379.1,Y,lincRNA
ENSMUSG00000100070,ENSMUSG00000100070.6,Y,lincRNA
ENSMUSG00000096885,ENSMUSG00000096885.1,Y,protein_coding
ENSMUSG00000095452,ENSMUSG00000095452.2,Y,protein_coding
ENSMUSG00000100797,ENSMUSG00000100797.1,Y,unprocessed_pseudogene
ENSMUSG00000099645,ENSMUSG00000099645.1,Y,unprocessed_pseudogene
ENSMUSG00000100091,ENSMUSG00000100091.1,Y,unprocessed_pseudogene
ENSMUSG00000100649,ENSMUSG00000100649.1,Y,unprocessed_pseudogene
ENSMUSG00000100196,ENSMUSG00000100196.1,Y,unprocessed_pseudogene
ENSMUSG00000099628,ENSMUSG00000099628.1,Y,lincRNA
ENSMUSG00000096120,ENSMUSG00000096120.1,Y,protein_coding
ENSMUSG00000099897,ENSMUSG00000099897.6,Y,lincRNA
ENSMUSG00000099785,ENSMUSG00000099785.6,Y,lincRNA
ENSMUSG00000094071,ENSMUSG00000094071.2,Y,unprocessed_pseudogene
ENSMUSG00000101536,ENSMUSG00000101536.6,Y,lincRNA
ENSMUSG00000099652,ENSMUSG00000099652.1,Y,processed_pseudogene
ENSMUSG00000100737,ENSMUSG00000100737.1,Y,unprocessed_pseudogene
ENSMUSG00000099780,ENSMUSG00000099780.1,Y,lincRNA
ENSMUSG00000099849,ENSMUSG00000099849.1,Y,lincRNA
ENSMUSG00000100822,ENSMUSG00000100822.1,Y,lincRNA
ENSMUSG00000101471,ENSMUSG00000101471.1,Y,protein_coding
ENSMUSG00000101455,ENSMUSG00000101455.1,Y,unprocessed_pseudogene
ENSMUSG00000099700,ENSMUSG00000099700.1,Y,lincRNA
ENSMUSG00000101811,ENSMUSG00000101811.1,Y,lincRNA
ENSMUSG00000099833,ENSMUSG00000099833.1,Y,unprocessed_pseudogene
ENSMUSG00000101247,ENSMUSG00000101247.1,Y,lincRNA
ENSMUSG00000099408,ENSMUSG00000099408.1,Y,lincRNA
ENSMUSG00000101207,ENSMUSG00000101207.1,Y,lincRNA
ENSMUSG00000099542,ENSMUSG00000099542.1,Y,unprocessed_pseudogene
ENSMUSG00000100107,ENSMUSG00000100107.1,Y,unprocessed_pseudogene
ENSMUSG00000100051,ENSMUSG00000100051.1,Y,lincRNA
ENSMUSG00000099977,ENSMUSG00000099977.6,Y,lincRNA
ENSMUSG00000099415,ENSMUSG00000099415.1,Y,lincRNA
ENSMUSG00000100953,ENSMUSG00000100953.6,Y,lincRNA
ENSMUSG00000096332,ENSMUSG00000096332.2,Y,unprocessed_pseudogene
ENSMUSG00000100693,ENSMUSG00000100693.1,Y,lincRNA
ENSMUSG00000099638,ENSMUSG00000099638.1,Y,lincRNA
ENSMUSG00000094181,ENSMUSG00000094181.7,Y,protein_coding
ENSMUSG00000102081,ENSMUSG00000102081.1,Y,lincRNA
ENSMUSG00000102031,ENSMUSG00000102031.6,Y,lincRNA
ENSMUSG00000100408,ENSMUSG00000100408.1,Y,processed_pseudogene
ENSMUSG00000100991,ENSMUSG00000100991.1,Y,unprocessed_pseudogene
ENSMUSG00000102116,ENSMUSG00000102116.1,Y,lincRNA
ENSMUSG00000101649,ENSMUSG00000101649.1,Y,lincRNA
ENSMUSG00000095353,ENSMUSG00000095353.2,Y,unprocessed_pseudogene
ENSMUSG00000101802,ENSMUSG00000101802.1,Y,lincRNA
ENSMUSG00000099790,ENSMUSG00000099790.1,Y,lincRNA
ENSMUSG00000101594,ENSMUSG00000101594.1,Y,unprocessed_pseudogene
ENSMUSG00000100011,ENSMUSG00000100011.1,Y,lincRNA
ENSMUSG00000100974,ENSMUSG00000100974.1,Y,unprocessed_pseudogene
ENSMUSG00000101675,ENSMUSG00000101675.1,Y,lincRNA
ENSMUSG00000100499,ENSMUSG00000100499.6,Y,lincRNA
ENSMUSG00000100256,ENSMUSG00000100256.1,Y,lincRNA
ENSMUSG00000101003,ENSMUSG00000101003.6,Y,lincRNA
ENSMUSG00000100640,ENSMUSG00000100640.1,Y,unprocessed_pseudogene
ENSMUSG00000100628,ENSMUSG00000100628.1,Y,lincRNA
ENSMUSG00000100989,ENSMUSG00000100989.1,Y,unprocessed_pseudogene
ENSMUSG00000100003,ENSMUSG00000100003.1,Y,lincRNA
ENSMUSG00000099462,ENSMUSG00000099462.1,Y,lincRNA
ENSMUSG00000101434,ENSMUSG00000101434.1,Y,unprocessed_pseudogene
ENSMUSG00000100061,ENSMUSG00000100061.1,Y,unprocessed_pseudogene
ENSMUSG00000100611,ENSMUSG00000100611.1,Y,unprocessed_pseudogene
ENSMUSG00000101138,ENSMUSG00000101138.6,Y,lincRNA
ENSMUSG00000100871,ENSMUSG00000100871.1,Y,lincRNA
ENSMUSG00000100716,ENSMUSG00000100716.6,Y,lincRNA
ENSMUSG00000100325,ENSMUSG00000100325.1,Y,lincRNA
ENSMUSG00000100048,ENSMUSG00000100048.1,Y,unprocessed_pseudogene
ENSMUSG00000099789,ENSMUSG00000099789.6,Y,lincRNA
ENSMUSG00000099593,ENSMUSG00000099593.1,Y,lincRNA
ENSMUSG00000101109,ENSMUSG00000101109.6,Y,lincRNA
ENSMUSG00000101541,ENSMUSG00000101541.1,Y,lincRNA
ENSMUSG00000094782,ENSMUSG00000094782.7,Y,protein_coding
ENSMUSG00000100852,ENSMUSG00000100852.1,Y,lincRNA
ENSMUSG00000099532,ENSMUSG00000099532.1,Y,lincRNA
ENSMUSG00000118466,ENSMUSG00000118466.1,Y,unprocessed_pseudogene
ENSMUSG00000102054,ENSMUSG00000102054.6,Y,lincRNA
ENSMUSG00000101131,ENSMUSG00000101131.1,Y,lincRNA
ENSMUSG00000099339,ENSMUSG00000099339.1,Y,unprocessed_pseudogene
ENSMUSG00000099674,ENSMUSG00000099674.6,Y,lincRNA
ENSMUSG00000101069,ENSMUSG00000101069.1,Y,lincRNA
ENSMUSG00000101653,ENSMUSG00000101653.1,Y,protein_coding
ENSMUSG00000100423,ENSMUSG00000100423.1,Y,lincRNA
ENSMUSG00000100023,ENSMUSG00000100023.1,Y,lincRNA
ENSMUSG00000099915,ENSMUSG00000099915.1,Y,unprocessed_pseudogene
ENSMUSG00000100086,ENSMUSG00000100086.1,Y,unprocessed_pseudogene
ENSMUSG00000101310,ENSMUSG00000101310.1,Y,unprocessed_pseudogene
ENSMUSG00000100646,ENSMUSG00000100646.1,Y,unprocessed_pseudogene
ENSMUSG00000101200,ENSMUSG00000101200.1,Y,unprocessed_pseudogene
ENSMUSG00000099903,ENSMUSG00000099903.1,Y,lincRNA
ENSMUSG00000100972,ENSMUSG00000100972.1,Y,protein_coding
ENSMUSG00000099409,ENSMUSG00000099409.1,Y,unprocessed_pseudogene
ENSMUSG00000099522,ENSMUSG00000099522.1,Y,unprocessed_pseudogene
ENSMUSG00000100938,ENSMUSG00000100938.1,Y,lincRNA
ENSMUSG00000101821,ENSMUSG00000101821.1,Y,unprocessed_pseudogene
ENSMUSG00000101950,ENSMUSG00000101950.1,Y,unprocessed_pseudogene
ENSMUSG00000099441,ENSMUSG00000099441.1,Y,unprocessed_pseudogene
ENSMUSG00000100411,ENSMUSG00000100411.1,Y,unprocessed_pseudogene
ENSMUSG00000100970,ENSMUSG00000100970.1,Y,lincRNA
ENSMUSG00000101204,ENSMUSG00000101204.6,Y,lincRNA
ENSMUSG00000095979,ENSMUSG00000095979.7,Y,protein_coding
ENSMUSG00000100564,ENSMUSG00000100564.1,Y,unprocessed_pseudogene
ENSMUSG00000101215,ENSMUSG00000101215.1,Y,unprocessed_pseudogene
ENSMUSG00000100206,ENSMUSG00000100206.1,Y,lincRNA
ENSMUSG00000100765,ENSMUSG00000100765.1,Y,lincRNA
ENSMUSG00000101475,ENSMUSG00000101475.1,Y,unprocessed_pseudogene
ENSMUSG00000099713,ENSMUSG00000099713.1,Y,unprocessed_pseudogene
ENSMUSG00000099831,ENSMUSG00000099831.1,Y,unprocessed_pseudogene
ENSMUSG00000101868,ENSMUSG00000101868.1,Y,unprocessed_pseudogene
ENSMUSG00000100914,ENSMUSG00000100914.1,Y,lincRNA
ENSMUSG00000100338,ENSMUSG00000100338.2,Y,protein_coding
ENSMUSG00000100541,ENSMUSG00000100541.1,Y,unprocessed_pseudogene
ENSMUSG00000099367,ENSMUSG00000099367.1,Y,unprocessed_pseudogene
ENSMUSG00000099666,ENSMUSG00000099666.6,Y,lincRNA
ENSMUSG00000100331,ENSMUSG00000100331.1,Y,unprocessed_pseudogene
ENSMUSG00000100390,ENSMUSG00000100390.1,Y,unprocessed_pseudogene
ENSMUSG00000101263,ENSMUSG00000101263.1,Y,unprocessed_pseudogene
ENSMUSG00000099986,ENSMUSG00000099986.1,Y,unprocessed_pseudogene
ENSMUSG00000100118,ENSMUSG00000100118.1,Y,lincRNA
ENSMUSG00000102122,ENSMUSG00000102122.1,Y,protein_coding
ENSMUSG00000099513,ENSMUSG00000099513.1,Y,unprocessed_pseudogene
ENSMUSG00000101552,ENSMUSG00000101552.1,Y,unprocessed_pseudogene
ENSMUSG00000100388,ENSMUSG00000100388.1,Y,lincRNA
ENSMUSG00000100802,ENSMUSG00000100802.1,Y,unprocessed_pseudogene
ENSMUSG00000101752,ENSMUSG00000101752.1,Y,unprocessed_pseudogene
ENSMUSG00000099867,ENSMUSG00000099867.1,Y,unprocessed_pseudogene
ENSMUSG00000101193,ENSMUSG00000101193.1,Y,unprocessed_pseudogene
ENSMUSG00000100915,ENSMUSG00000100915.6,Y,lincRNA
ENSMUSG00000096769,ENSMUSG00000096769.7,Y,protein_coding
ENSMUSG00000100365,ENSMUSG00000100365.1,Y,unprocessed_pseudogene
ENSMUSG00000099985,ENSMUSG00000099985.1,Y,lincRNA
ENSMUSG00000099916,ENSMUSG00000099916.6,Y,lincRNA
ENSMUSG00000101631,ENSMUSG00000101631.1,Y,unprocessed_pseudogene
ENSMUSG00000099613,ENSMUSG00000099613.1,Y,lincRNA
ENSMUSG00000101557,ENSMUSG00000101557.1,Y,unprocessed_pseudogene
ENSMUSG00000101222,ENSMUSG00000101222.1,Y,lincRNA
ENSMUSG00000100787,ENSMUSG00000100787.6,Y,lincRNA
ENSMUSG00000100098,ENSMUSG00000100098.1,Y,unprocessed_pseudogene
ENSMUSG00000099709,ENSMUSG00000099709.1,Y,unprocessed_pseudogene
ENSMUSG00000101002,ENSMUSG00000101002.1,Y,lincRNA
ENSMUSG00000101019,ENSMUSG00000101019.1,Y,unprocessed_pseudogene
ENSMUSG00000101684,ENSMUSG00000101684.1,Y,unprocessed_pseudogene
ENSMUSG00000100820,ENSMUSG00000100820.1,Y,lincRNA
ENSMUSG00000100232,ENSMUSG00000100232.6,Y,lincRNA
ENSMUSG00000100485,ENSMUSG00000100485.1,Y,protein_coding
ENSMUSG00000100947,ENSMUSG00000100947.1,Y,unprocessed_pseudogene
ENSMUSG00000100461,ENSMUSG00000100461.1,Y,lincRNA
ENSMUSG00000100248,ENSMUSG00000100248.6,Y,lincRNA
ENSMUSG00000101623,ENSMUSG00000101623.1,Y,unprocessed_pseudogene
ENSMUSG00000100996,ENSMUSG00000100996.1,Y,unprocessed_pseudogene
ENSMUSG00000101515,ENSMUSG00000101515.1,Y,unprocessed_pseudogene
ENSMUSG00000099559,ENSMUSG00000099559.1,Y,lincRNA
ENSMUSG00000099637,ENSMUSG00000099637.1,Y,unprocessed_pseudogene
ENSMUSG00000099565,ENSMUSG00000099565.1,Y,unprocessed_pseudogene
ENSMUSG00000100343,ENSMUSG00000100343.1,Y,unprocessed_pseudogene
ENSMUSG00000099494,ENSMUSG00000099494.6,Y,lincRNA
ENSMUSG00000102044,ENSMUSG00000102044.1,Y,unprocessed_pseudogene
ENSMUSG00000099745,ENSMUSG00000099745.1,Y,unprocessed_pseudogene
ENSMUSG00000101883,ENSMUSG00000101883.1,Y,unprocessed_pseudogene
ENSMUSG00000102022,ENSMUSG00000102022.6,Y,lincRNA
ENSMUSG00000095606,ENSMUSG00000095606.7,Y,protein_coding
ENSMUSG00000099725,ENSMUSG00000099725.1,Y,unprocessed_pseudogene
ENSMUSG00000100853,ENSMUSG00000100853.1,Y,unprocessed_pseudogene
ENSMUSG00000099506,ENSMUSG00000099506.1,Y,lincRNA
ENSMUSG00000100584,ENSMUSG00000100584.6,Y,lincRNA
ENSMUSG00000101987,ENSMUSG00000101987.1,Y,unprocessed_pseudogene
ENSMUSG00000100072,ENSMUSG00000100072.1,Y,unprocessed_pseudogene
ENSMUSG00000101570,ENSMUSG00000101570.1,Y,lincRNA
ENSMUSG00000101885,ENSMUSG00000101885.1,Y,lincRNA
ENSMUSG00000100095,ENSMUSG00000100095.1,Y,unprocessed_pseudogene
ENSMUSG00000101420,ENSMUSG00000101420.1,Y,unprocessed_pseudogene
ENSMUSG00000099654,ENSMUSG00000099654.6,Y,lincRNA
ENSMUSG00000100834,ENSMUSG00000100834.1,Y,unprocessed_pseudogene
ENSMUSG00000094729,ENSMUSG00000094729.2,Y,protein_coding
ENSMUSG00000100332,ENSMUSG00000100332.1,Y,lincRNA
ENSMUSG00000100678,ENSMUSG00000100678.1,Y,unprocessed_pseudogene
ENSMUSG00000100507,ENSMUSG00000100507.1,Y,unprocessed_pseudogene
ENSMUSG00000101547,ENSMUSG00000101547.1,Y,lincRNA
ENSMUSG00000100401,ENSMUSG00000100401.6,Y,lincRNA
ENSMUSG00000101992,ENSMUSG00000101992.1,Y,unprocessed_pseudogene
ENSMUSG00000101367,ENSMUSG00000101367.1,Y,unprocessed_pseudogene
ENSMUSG00000101665,ENSMUSG00000101665.1,Y,unprocessed_pseudogene
ENSMUSG00000100778,ENSMUSG00000100778.1,Y,lincRNA
ENSMUSG00000100835,ENSMUSG00000100835.1,Y,unprocessed_pseudogene
ENSMUSG00000101446,ENSMUSG00000101446.1,Y,unprocessed_pseudogene
ENSMUSG00000100045,ENSMUSG00000100045.1,Y,protein_coding
ENSMUSG00000101018,ENSMUSG00000101018.1,Y,unprocessed_pseudogene
ENSMUSG00000101178,ENSMUSG00000101178.1,Y,processed_pseudogene
ENSMUSG00000101566,ENSMUSG00000101566.1,Y,lincRNA
ENSMUSG00000101190,ENSMUSG00000101190.6,Y,lincRNA
ENSMUSG00000099942,ENSMUSG00000099942.1,Y,unprocessed_pseudogene
ENSMUSG00000100864,ENSMUSG00000100864.1,Y,unprocessed_pseudogene
ENSMUSG00000101368,ENSMUSG00000101368.1,Y,unprocessed_pseudogene
ENSMUSG00000099682,ENSMUSG00000099682.1,Y,unprocessed_pseudogene
ENSMUSG00000100227,ENSMUSG00000100227.6,Y,lincRNA
ENSMUSG00000099456,ENSMUSG00000099456.6,Y,lincRNA
ENSMUSG00000099594,ENSMUSG00000099594.1,Y,unprocessed_pseudogene
ENSMUSG00000101267,ENSMUSG00000101267.1,Y,unprocessed_pseudogene
ENSMUSG00000101783,ENSMUSG00000101783.1,Y,unprocessed_pseudogene
ENSMUSG00000099466,ENSMUSG00000099466.1,Y,unprocessed_pseudogene
ENSMUSG00000100089,ENSMUSG00000100089.1,Y,lincRNA
ENSMUSG00000101542,ENSMUSG00000101542.6,Y,lincRNA
ENSMUSG00000096518,ENSMUSG00000096518.2,Y,unprocessed_pseudogene
ENSMUSG00000099509,ENSMUSG00000099509.1,Y,unprocessed_pseudogene
ENSMUSG00000100424,ENSMUSG00000100424.1,Y,lincRNA
ENSMUSG00000095985,ENSMUSG00000095985.1,Y,rRNA
ENSMUSG00000101490,ENSMUSG00000101490.1,Y,unprocessed_pseudogene
ENSMUSG00000099993,ENSMUSG00000099993.1,Y,unprocessed_pseudogene
ENSMUSG00000101534,ENSMUSG00000101534.1,Y,unprocessed_pseudogene
ENSMUSG00000101364,ENSMUSG00000101364.1,Y,unprocessed_pseudogene
ENSMUSG00000101422,ENSMUSG00000101422.6,Y,lincRNA
ENSMUSG00000094570,ENSMUSG00000094570.7,Y,protein_coding
ENSMUSG00000100488,ENSMUSG00000100488.1,Y,unprocessed_pseudogene
ENSMUSG00000100184,ENSMUSG00000100184.1,Y,unprocessed_pseudogene
ENSMUSG00000101967,ENSMUSG00000101967.6,Y,lincRNA
ENSMUSG00000102035,ENSMUSG00000102035.1,Y,unprocessed_pseudogene
ENSMUSG00000101228,ENSMUSG00000101228.1,Y,unprocessed_pseudogene
ENSMUSG00000101723,ENSMUSG00000101723.1,Y,lincRNA
ENSMUSG00000102056,ENSMUSG00000102056.1,Y,unprocessed_pseudogene
ENSMUSG00000100052,ENSMUSG00000100052.1,Y,unprocessed_pseudogene
ENSMUSG00000099442,ENSMUSG00000099442.1,Y,lincRNA
ENSMUSG00000095135,ENSMUSG00000095135.7,Y,protein_coding
ENSMUSG00000100195,ENSMUSG00000100195.1,Y,unprocessed_pseudogene
ENSMUSG00000101148,ENSMUSG00000101148.1,Y,processed_pseudogene
ENSMUSG00000101580,ENSMUSG00000101580.1,Y,lincRNA
ENSMUSG00000100054,ENSMUSG00000100054.6,Y,lincRNA
ENSMUSG00000100207,ENSMUSG00000100207.1,Y,processed_pseudogene
ENSMUSG00000100142,ENSMUSG00000100142.1,Y,unprocessed_pseudogene
ENSMUSG00000100889,ENSMUSG00000100889.1,Y,unprocessed_pseudogene
ENSMUSG00000099607,ENSMUSG00000099607.1,Y,unprocessed_pseudogene
ENSMUSG00000100242,ENSMUSG00000100242.1,Y,lincRNA
ENSMUSG00000100167,ENSMUSG00000100167.6,Y,lincRNA
ENSMUSG00000100144,ENSMUSG00000100144.6,Y,lincRNA
ENSMUSG00000102103,ENSMUSG00000102103.1,Y,unprocessed_pseudogene
ENSMUSG00000099527,ENSMUSG00000099527.1,Y,unprocessed_pseudogene
ENSMUSG00000101045,ENSMUSG00000101045.1,Y,unprocessed_pseudogene
ENSMUSG00000099920,ENSMUSG00000099920.1,Y,unprocessed_pseudogene
ENSMUSG00000101021,ENSMUSG00000101021.1,Y,lincRNA
ENSMUSG00000099485,ENSMUSG00000099485.1,Y,lincRNA
ENSMUSG00000099548,ENSMUSG00000099548.1,Y,lincRNA
ENSMUSG00000096875,ENSMUSG00000096875.2,Y,unprocessed_pseudogene
ENSMUSG00000099978,ENSMUSG00000099978.1,Y,unprocessed_pseudogene
ENSMUSG00000101150,ENSMUSG00000101150.1,Y,lincRNA
ENSMUSG00000099595,ENSMUSG00000099595.1,Y,lincRNA
ENSMUSG00000100539,ENSMUSG00000100539.1,Y,unprocessed_pseudogene
ENSMUSG00000100073,ENSMUSG00000100073.1,Y,lincRNA
ENSMUSG00000100223,ENSMUSG00000100223.1,Y,unprocessed_pseudogene
ENSMUSG00000100772,ENSMUSG00000100772.1,Y,unprocessed_pseudogene
ENSMUSG00000101782,ENSMUSG00000101782.1,Y,lincRNA
ENSMUSG00000101155,ENSMUSG00000101155.6,Y,protein_coding
ENSMUSG00000100295,ENSMUSG00000100295.1,Y,unprocessed_pseudogene
ENSMUSG00000100578,ENSMUSG00000100578.1,Y,lincRNA
ENSMUSG00000101245,ENSMUSG00000101245.1,Y,lincRNA
ENSMUSG00000100456,ENSMUSG00000100456.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000096122,ENSMUSG00000096122.2,Y,protein_coding
ENSMUSG00000101943,ENSMUSG00000101943.1,Y,lincRNA
ENSMUSG00000100724,ENSMUSG00000100724.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099388,ENSMUSG00000099388.1,Y,lincRNA
ENSMUSG00000101399,ENSMUSG00000101399.1,Y,protein_coding
ENSMUSG00000101350,ENSMUSG00000101350.6,Y,lincRNA
ENSMUSG00000100614,ENSMUSG00000100614.1,Y,lincRNA
ENSMUSG00000100501,ENSMUSG00000100501.1,Y,lincRNA
ENSMUSG00000100083,ENSMUSG00000100083.6,Y,lincRNA
ENSMUSG00000101991,ENSMUSG00000101991.1,Y,unprocessed_pseudogene
ENSMUSG00000100076,ENSMUSG00000100076.1,Y,lincRNA
ENSMUSG00000101100,ENSMUSG00000101100.6,Y,lincRNA
ENSMUSG00000101744,ENSMUSG00000101744.6,Y,lincRNA
ENSMUSG00000095807,ENSMUSG00000095807.2,Y,unprocessed_pseudogene
ENSMUSG00000101317,ENSMUSG00000101317.1,Y,lincRNA
ENSMUSG00000101244,ENSMUSG00000101244.6,Y,lincRNA
ENSMUSG00000096626,ENSMUSG00000096626.7,Y,protein_coding
ENSMUSG00000100085,ENSMUSG00000100085.1,Y,lincRNA
ENSMUSG00000101424,ENSMUSG00000101424.6,Y,lincRNA
ENSMUSG00000100264,ENSMUSG00000100264.1,Y,lincRNA
ENSMUSG00000100715,ENSMUSG00000100715.6,Y,lincRNA
ENSMUSG00000100582,ENSMUSG00000100582.1,Y,lincRNA
ENSMUSG00000099551,ENSMUSG00000099551.6,Y,processed_transcript
ENSMUSG00000096347,ENSMUSG00000096347.2,Y,unprocessed_pseudogene
ENSMUSG00000101531,ENSMUSG00000101531.6,Y,lincRNA
ENSMUSG00000100425,ENSMUSG00000100425.1,Y,lincRNA
ENSMUSG00000101005,ENSMUSG00000101005.1,Y,unprocessed_pseudogene
ENSMUSG00000101300,ENSMUSG00000101300.6,Y,lincRNA
ENSMUSG00000101426,ENSMUSG00000101426.1,Y,lincRNA
ENSMUSG00000101891,ENSMUSG00000101891.6,Y,lincRNA
ENSMUSG00000100238,ENSMUSG00000100238.1,Y,lincRNA
ENSMUSG00000101103,ENSMUSG00000101103.1,Y,unprocessed_pseudogene
ENSMUSG00000099866,ENSMUSG00000099866.6,Y,lincRNA
ENSMUSG00000101110,ENSMUSG00000101110.1,Y,lincRNA
ENSMUSG00000095141,ENSMUSG00000095141.7,Y,protein_coding
ENSMUSG00000101910,ENSMUSG00000101910.1,Y,lincRNA
ENSMUSG00000100579,ENSMUSG00000100579.6,Y,lincRNA
ENSMUSG00000094217,ENSMUSG00000094217.2,Y,unprocessed_pseudogene
ENSMUSG00000100057,ENSMUSG00000100057.6,Y,lincRNA
ENSMUSG00000101592,ENSMUSG00000101592.1,Y,lincRNA
ENSMUSG00000100609,ENSMUSG00000100609.6,Y,lincRNA
ENSMUSG00000101993,ENSMUSG00000101993.1,Y,lincRNA
ENSMUSG00000099935,ENSMUSG00000099935.1,Y,unprocessed_pseudogene
ENSMUSG00000100667,ENSMUSG00000100667.1,Y,protein_coding
ENSMUSG00000100012,ENSMUSG00000100012.1,Y,lincRNA
ENSMUSG00000099836,ENSMUSG00000099836.1,Y,lincRNA
ENSMUSG00000100575,ENSMUSG00000100575.1,Y,unprocessed_pseudogene
ENSMUSG00000101676,ENSMUSG00000101676.1,Y,unprocessed_pseudogene
ENSMUSG00000101510,ENSMUSG00000101510.1,Y,unprocessed_pseudogene
ENSMUSG00000099393,ENSMUSG00000099393.6,Y,transcribed_processed_pseudogene
ENSMUSG00000100404,ENSMUSG00000100404.1,Y,unprocessed_pseudogene
ENSMUSG00000099865,ENSMUSG00000099865.1,Y,lincRNA
ENSMUSG00000101353,ENSMUSG00000101353.6,Y,lincRNA
ENSMUSG00000100726,ENSMUSG00000100726.1,Y,protein_coding
ENSMUSG00000100474,ENSMUSG00000100474.1,Y,unprocessed_pseudogene
ENSMUSG00000100757,ENSMUSG00000100757.1,Y,processed_pseudogene
ENSMUSG00000100606,ENSMUSG00000100606.1,Y,lincRNA
ENSMUSG00000101170,ENSMUSG00000101170.1,Y,lincRNA
ENSMUSG00000099355,ENSMUSG00000099355.1,Y,lincRNA
ENSMUSG00000100559,ENSMUSG00000100559.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099739,ENSMUSG00000099739.1,Y,unprocessed_pseudogene
ENSMUSG00000100874,ENSMUSG00000100874.1,Y,unprocessed_pseudogene
ENSMUSG00000101689,ENSMUSG00000101689.1,Y,unprocessed_pseudogene
ENSMUSG00000101285,ENSMUSG00000101285.6,Y,lincRNA
ENSMUSG00000094821,ENSMUSG00000094821.7,Y,protein_coding
ENSMUSG00000099626,ENSMUSG00000099626.1,Y,unprocessed_pseudogene
ENSMUSG00000102108,ENSMUSG00000102108.1,Y,unprocessed_pseudogene
ENSMUSG00000093950,ENSMUSG00000093950.2,Y,protein_coding
ENSMUSG00000101323,ENSMUSG00000101323.1,Y,unprocessed_pseudogene
ENSMUSG00000101326,ENSMUSG00000101326.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101466,ENSMUSG00000101466.1,Y,unprocessed_pseudogene
ENSMUSG00000101614,ENSMUSG00000101614.1,Y,lincRNA
ENSMUSG00000100307,ENSMUSG00000100307.1,Y,unprocessed_pseudogene
ENSMUSG00000101882,ENSMUSG00000101882.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099585,ENSMUSG00000099585.1,Y,processed_pseudogene
ENSMUSG00000101182,ENSMUSG00000101182.1,Y,lincRNA
ENSMUSG00000101668,ENSMUSG00000101668.1,Y,lincRNA
ENSMUSG00000101998,ENSMUSG00000101998.1,Y,unprocessed_pseudogene
ENSMUSG00000099975,ENSMUSG00000099975.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099783,ENSMUSG00000099783.1,Y,unprocessed_pseudogene
ENSMUSG00000101390,ENSMUSG00000101390.1,Y,unprocessed_pseudogene
ENSMUSG00000099699,ENSMUSG00000099699.1,Y,lincRNA
ENSMUSG00000100856,ENSMUSG00000100856.1,Y,protein_coding
ENSMUSG00000101544,ENSMUSG00000101544.1,Y,unprocessed_pseudogene
ENSMUSG00000100159,ENSMUSG00000100159.1,Y,unprocessed_pseudogene
ENSMUSG00000101864,ENSMUSG00000101864.1,Y,unprocessed_pseudogene
ENSMUSG00000100712,ENSMUSG00000100712.1,Y,unprocessed_pseudogene
ENSMUSG00000101119,ENSMUSG00000101119.1,Y,lincRNA
ENSMUSG00000099520,ENSMUSG00000099520.1,Y,lincRNA
ENSMUSG00000100520,ENSMUSG00000100520.1,Y,unprocessed_pseudogene
ENSMUSG00000102107,ENSMUSG00000102107.1,Y,unprocessed_pseudogene
ENSMUSG00000101057,ENSMUSG00000101057.1,Y,unprocessed_pseudogene
ENSMUSG00000101125,ENSMUSG00000101125.1,Y,lincRNA
ENSMUSG00000101887,ENSMUSG00000101887.1,Y,unprocessed_pseudogene
ENSMUSG00000100521,ENSMUSG00000100521.1,Y,unprocessed_pseudogene
ENSMUSG00000101790,ENSMUSG00000101790.1,Y,unprocessed_pseudogene
ENSMUSG00000100452,ENSMUSG00000100452.1,Y,lincRNA
ENSMUSG00000101403,ENSMUSG00000101403.1,Y,unprocessed_pseudogene
ENSMUSG00000101830,ENSMUSG00000101830.1,Y,unprocessed_pseudogene
ENSMUSG00000100322,ENSMUSG00000100322.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099350,ENSMUSG00000099350.1,Y,unprocessed_pseudogene
ENSMUSG00000100329,ENSMUSG00000100329.1,Y,lincRNA
ENSMUSG00000099940,ENSMUSG00000099940.1,Y,lincRNA
ENSMUSG00000101766,ENSMUSG00000101766.1,Y,protein_coding
ENSMUSG00000101530,ENSMUSG00000101530.1,Y,unprocessed_pseudogene
ENSMUSG00000100676,ENSMUSG00000100676.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101539,ENSMUSG00000101539.1,Y,lincRNA
ENSMUSG00000100353,ENSMUSG00000100353.1,Y,unprocessed_pseudogene
ENSMUSG00000101022,ENSMUSG00000101022.1,Y,unprocessed_pseudogene
ENSMUSG00000100165,ENSMUSG00000100165.1,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000100077,ENSMUSG00000100077.1,Y,unprocessed_pseudogene
ENSMUSG00000101569,ENSMUSG00000101569.1,Y,lincRNA
ENSMUSG00000101184,ENSMUSG00000101184.1,Y,processed_pseudogene
ENSMUSG00000099386,ENSMUSG00000099386.1,Y,unprocessed_pseudogene
